sentenceid,scale,codeCrowd,NcodedCrowd,NCrowd,SECrowd,goldCrowd,codeExperts,NcodedExperts,NExperts,SEExperts,codeSemiExperts,NcodedSemiExperts,NSemiExperts,SESemiExperts,manifestoid,party,year
1140003291,Economic,-1,4,477,.039836992,nongold,-1.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003301,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003301,Economic,0,4,477,.039836992,nongold,.66666669,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003311,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003311,Economic,.2,5,477,.039836992,nongold,.66666669,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003321,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003321,Economic,.25,4,477,.039836992,nongold,.33333334,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003331,Economic,.40000001,5,477,.039836992,nongold,.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003341,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003341,Economic,-.60000002,5,477,.039836992,nongold,.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003351,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003351,Economic,-1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003351,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003361,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003361,Economic,-1,5,477,.039836992,nongold,0,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003371,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003371,Economic,-1.5,2,477,.039836992,nongold,-.33333334,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003381,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003381,Economic,-.5,4,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003381,Social,-1,1,356,.055181433,nongold,-1.3333334,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140003391,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003391,Economic,-.33333334,3,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003391,Social,-1,1,356,.055181433,nongold,-.75,4,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140003401,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003401,Economic,-.33333334,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003401,Social,1,1,356,.055181433,nongold,-.33333334,3,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140003411,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003411,Economic,.80000001,5,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003421,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003421,Economic,1,1,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003421,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003431,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003431,Economic,1,2,477,.039836992,nongold,1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003441,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003441,Economic,1,5,477,.039836992,nongold,1.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003451,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003451,Economic,1,3,477,.039836992,nongold,1.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003461,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003461,Economic,.2,5,477,.039836992,nongold,1.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003471,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003471,Economic,1,4,477,.039836992,nongold,1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003481,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003481,Economic,-.2,5,477,.039836992,nongold,.75,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003491,Economic,1.2,5,477,.039836992,nongold,1.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003501,Economic,1.2,5,477,.039836992,nongold,1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003511,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003511,Economic,1,5,477,.039836992,nongold,1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003521,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003521,Economic,.66666669,3,477,.039836992,nongold,0,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003521,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003531,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003531,Economic,.60000002,5,477,.039836992,nongold,-.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003541,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003541,Economic,.33333334,3,477,.039836992,nongold,.5,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003541,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003551,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003551,Economic,1.75,4,477,.039836992,nongold,1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003561,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003561,Economic,1,4,477,.039836992,nongold,.5,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003571,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003571,Economic,1.5,4,477,.039836992,nongold,1.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003581,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003581,Economic,0,2,477,.039836992,nongold,.66666669,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003591,Economic,.60000002,5,477,.039836992,nongold,1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003601,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003601,Economic,.60000002,5,477,.039836992,nongold,1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003611,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003611,Economic,.75,4,477,.039836992,nongold,.75,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003621,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003621,Economic,1,3,477,.039836992,nongold,.71428573,7,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003631,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003631,Economic,1,4,477,.039836992,nongold,1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003641,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003641,Economic,1,4,477,.039836992,nongold,1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003651,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003651,Economic,.40000001,5,477,.039836992,nongold,1,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003661,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003661,Economic,1,5,477,.039836992,nongold,1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003671,Economic,1.2,5,477,.039836992,nongold,1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003681,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003681,Economic,1.1428572,7,477,.039836992,nongold,.83333331,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003691,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003691,Economic,1.1666666,6,477,.039836992,nongold,.60000002,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003701,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003701,Economic,.80000001,5,477,.039836992,nongold,1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003711,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003711,Economic,.60000002,5,477,.039836992,nongold,1.5,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003721,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003721,Economic,-.33333334,3,477,.039836992,nongold,.85714287,7,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003731,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003731,Economic,-.33333334,3,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003741,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003741,Economic,.66666669,3,477,.039836992,nongold,.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003751,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003751,Economic,.80000001,5,477,.039836992,nongold,.75,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003761,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003761,Economic,.33333334,3,477,.039836992,nongold,0,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003761,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003771,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003771,Economic,.5,4,477,.039836992,nongold,-.66666669,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003781,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003781,Economic,.60000002,5,477,.039836992,nongold,-.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003791,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003791,Economic,.5,4,477,.039836992,nongold,.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003791,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003801,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003801,Economic,.33333334,3,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003811,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003811,Economic,0,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003821,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003821,Economic,0,4,477,.039836992,nongold,0,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003831,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003831,Economic,-.5,4,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003841,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003841,Economic,-.5,4,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003851,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003851,Economic,.5,2,477,.039836992,nongold,-.5,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003861,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003861,Economic,-1,4,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003871,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003871,Economic,-1,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003881,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003881,Economic,-1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003891,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003891,Economic,-1.3333334,3,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003891,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003901,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003901,Economic,-1,2,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003911,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003911,Economic,-1,1,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003911,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003921,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003921,Economic,-.25,4,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003931,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003931,Economic,.75,4,477,.039836992,nongold,1,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003941,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003941,Economic,1,4,477,.039836992,nongold,1,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003951,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003951,Economic,1.25,4,477,.039836992,nongold,1,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003961,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003961,Economic,1,1,477,.039836992,nongold,1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003971,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003971,Economic,-.75,4,477,.039836992,nongold,-.5,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003971,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003981,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003981,Economic,-1,3,477,.039836992,nongold,-.75,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003981,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140003991,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140003991,Economic,-.66666669,3,477,.039836992,nongold,-.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140003991,Social,,,,,,-2,1,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140004001,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004001,Economic,0,4,477,.039836992,nongold,0,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004001,Social,2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004011,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004011,Economic,0,4,477,.039836992,nongold,-.66666669,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004021,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004021,Economic,-1,1,477,.039836992,nongold,.5,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004021,Social,.5,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004031,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004031,Economic,-.5,2,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004041,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004041,Economic,0,2,477,.039836992,nongold,-1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004041,Social,0,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004051,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004051,Economic,.5,4,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004061,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004061,Economic,-.33333334,3,477,.039836992,nongold,-.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004071,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004071,Economic,0,1,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004081,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004081,Economic,,,,,,1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004091,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004091,Economic,-1,2,477,.039836992,nongold,-1,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004091,Social,-1,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004101,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004101,Economic,-1,5,477,.039836992,nongold,-1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004111,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004111,Economic,-.75,4,477,.039836992,nongold,-1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004121,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004121,Economic,-1.2,5,477,.039836992,nongold,-1.2,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004131,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004131,Economic,-.75,4,477,.039836992,nongold,-1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004131,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004141,Economic,-.40000001,5,477,.039836992,nongold,-.60000002,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004151,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004151,Economic,-.80000001,5,477,.039836992,nongold,-.71428573,7,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004161,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004161,Economic,-.40000001,5,477,.039836992,nongold,-.80000001,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004171,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004171,Economic,-1,4,477,.039836992,nongold,-1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004171,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004181,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004181,Economic,-.80000001,5,477,.039836992,nongold,-1.3333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004181,Social,,,,,,-1,1,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140004191,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004191,Economic,-.25,4,477,.039836992,nongold,-1,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004191,Social,-1,1,356,.055181433,nongold,-2,1,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140004201,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004201,Economic,1,5,477,.039836992,nongold,0,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004211,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004211,Economic,-.40000001,5,477,.039836992,nongold,-.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004221,Economic,-.40000001,5,477,.039836992,nongold,-.40000001,5,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004231,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004231,Economic,-.25,4,477,.039836992,nongold,-1,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004231,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004241,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004241,Economic,-.5,2,477,.039836992,nongold,-1,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004241,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004251,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004251,Economic,-1.3333334,3,477,.039836992,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004251,Social,0,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004261,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004261,Economic,-1.6,5,477,.039836992,nongold,-1,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004271,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004271,Economic,-1.4,5,477,.039836992,nongold,-1,6,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004281,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004281,Economic,-.40000001,5,477,.039836992,nongold,.5,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004291,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004291,Economic,0,5,477,.039836992,nongold,.33333334,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004301,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004301,Economic,-1,2,477,.039836992,nongold,-.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004301,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004311,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004311,Economic,-.66666669,3,477,.039836992,nongold,-.75,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004311,Social,-.5,2,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004321,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004321,Economic,1,3,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004321,Social,0,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004331,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004331,Economic,.5,2,477,.039836992,nongold,0,2,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004331,Social,1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004341,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004341,Economic,,,,,,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004341,Social,1,4,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004351,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004351,Economic,-1,1,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004351,Social,-1,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004361,None,,0,0,,nongold,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004361,Economic,0,4,477,.039836992,nongold,0,1,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004361,Social,,,,,,-1,1,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140004371,Economic,-.33333334,3,477,.039836992,nongold,-1.25,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004371,Social,-1.5,2,356,.055181433,nongold,-1,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140004381,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004381,Economic,-.75,4,477,.039836992,nongold,-1,3,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004381,Social,-1,1,356,.055181433,nongold,-1,2,112,.088965438,,,,,LD 2005,Liberal Democrats,2005
1140004391,None,,,,,,,0,0,,,,,,LD 2005,Liberal Democrats,2005
1140004391,Economic,-.5,4,477,.039836992,nongold,-.75,4,433,.034982093,,,,,LD 2005,Liberal Democrats,2005
1140004391,Social,-2,1,356,.055181433,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
1140004401,None,,0,0,,nongold,,,,,,,,,LD 2005,Liberal Democrats,2005
